,condition,trial,phase,su_prev,emv,delta_emv,movement_error,movement_error_prev,rotation
603,interleaved,178,3.0,26.78,4.188476882994081,-6.618257322447789,4.188476882994081,10.80673420544187,0.0
604,interleaved,179,3.0,26.78,3.050690641153892,-1.137786241840189,3.050690641153892,4.188476882994081,0.0
605,interleaved,180,3.0,26.78,4.441415827899846,1.3907251867459536,4.441415827899846,3.050690641153892,0.0
606,interleaved,181,4.0,0.0,3.759435890636084,-0.6819799372637618,3.759435890636084,4.441415827899846,0.0
607,interleaved,182,4.0,0.0,0.20238673724627176,-3.557049153389812,0.20238673724627176,3.759435890636084,0.0
608,interleaved,183,4.0,26.78,0.5384047976701396,0.33601806042386784,0.5384047976701396,0.20238673724627176,0.0
609,interleaved,184,4.0,26.78,1.3389087558344812,0.8005039581643416,1.3389087558344812,0.5384047976701396,0.0
610,interleaved,185,4.0,0.0,2.1259142655181336,0.7870055096836523,2.1259142655181336,1.3389087558344812,0.0
611,interleaved,186,4.0,0.0,0.12449533232479837,-2.001418933193335,0.12449533232479837,2.1259142655181336,0.0
612,interleaved,187,4.0,26.78,2.4812383187823457,2.3567429864575473,2.4812383187823457,0.12449533232479837,0.0
613,interleaved,188,4.0,0.0,5.44835358124125,2.967115262458904,5.44835358124125,2.4812383187823457,0.0
614,interleaved,189,4.0,0.0,4.9173383011963665,-0.5310152800448833,4.9173383011963665,5.44835358124125,0.0
615,interleaved,190,4.0,0.0,-0.21655126193874707,-5.133889563135114,-0.21655126193874707,4.9173383011963665,0.0
616,interleaved,191,4.0,26.78,-1.2403174558018861,-1.023766193863139,-1.2403174558018861,-0.21655126193874707,0.0
617,interleaved,192,4.0,26.78,-0.22463596316516998,1.0156814926367161,-0.22463596316516998,-1.2403174558018861,0.0
618,interleaved,193,4.0,0.0,3.0521155233371786,3.2767514865023486,3.0521155233371786,-0.22463596316516998,0.0
619,interleaved,194,4.0,0.0,0.025382149644244123,-3.0267333736929345,0.025382149644244123,3.0521155233371786,0.0
620,interleaved,195,4.0,26.78,-0.17002440695546284,-0.19540655659970696,-0.17002440695546284,0.025382149644244123,0.0
621,interleaved,196,4.0,0.0,-2.1462497018508486,-1.9762252948953858,-2.1462497018508486,-0.17002440695546284,0.0
622,interleaved,197,4.0,0.0,0.7596602240357981,2.9059099258866468,0.7596602240357981,-2.1462497018508486,0.0
623,interleaved,198,4.0,0.0,-0.1571834789411497,-0.9168437029769478,-0.1571834789411497,0.7596602240357981,0.0
